idx,label,predict,radius,pA_lower,correct,abstain,seconds
3100,0,0,0.235543,0.826948,1,0,1.660
3120,4,4,0.108591,0.667988,1,0,1.661
3140,8,8,0.762774,0.998860,1,0,1.660
3160,6,-1,0.000000,0.475444,0,1,1.661
3180,3,-1,0.000000,0.466569,0,1,1.661
3200,5,5,0.702530,0.997524,1,0,1.661
3220,3,9,0.088234,0.637932,0,0,1.662
3240,4,-1,0.000000,0.210155,0,1,1.662
3260,7,7,0.952864,0.999931,1,0,1.661
3280,3,5,0.118043,0.681598,0,0,1.659
3300,4,4,0.450227,0.964141,1,0,1.659
3320,2,7,0.456958,0.966213,0,0,1.662
3340,6,6,0.450552,0.964244,1,0,1.660
3360,4,4,0.472605,0.970649,1,0,1.660
3380,8,8,0.952864,0.999931,1,0,1.660
3400,6,-1,0.000000,0.446605,0,1,1.660
3420,5,-1,0.000000,0.418542,0,1,1.661
3440,2,3,0.507806,0.978884,0,0,1.662
3460,1,1,0.952864,0.999931,1,0,1.659
3480,2,2,0.952864,0.999931,1,0,1.660
3500,1,1,0.378382,0.934927,1,0,1.659
3520,1,1,0.952864,0.999931,1,0,1.661
3540,6,6,0.692361,0.997192,1,0,1.661
3560,1,9,0.110453,0.670687,0,0,1.664
3580,4,4,0.335971,0.910507,1,0,1.662
3600,4,6,0.140219,0.712559,0,0,1.661
3620,0,0,0.321147,0.900532,1,0,1.662
3640,6,6,0.001134,0.501809,1,0,1.660
3660,0,0,0.781011,0.999108,1,0,1.660
3680,0,4,0.018295,0.529168,0,0,1.661
3700,3,3,0.846716,0.999647,1,0,1.662
3720,2,2,0.934782,0.999908,1,0,1.661
3740,0,0,0.876761,0.999773,1,0,1.663
3760,7,7,0.952864,0.999931,1,0,1.662
3780,4,-1,0.000000,0.435538,0,1,1.661
3800,9,9,0.797587,0.999289,1,0,1.661
3820,0,0,0.227194,0.818266,1,0,1.661
3840,6,6,0.230508,0.821744,1,0,1.662
3860,7,7,0.952864,0.999931,1,0,1.663
3880,6,6,0.561351,0.987629,1,0,1.661
3900,3,3,0.382298,0.936891,1,0,1.661
3920,7,7,0.330107,0.906654,1,0,1.662
3940,6,6,0.050041,0.579323,1,0,1.662
3960,2,2,0.723763,0.998105,1,0,1.662
3980,9,-1,0.000000,0.436806,0,1,1.662
4000,8,7,0.034601,0.555040,0,0,1.662
4020,8,8,0.608558,0.992538,1,0,1.661
4040,0,0,0.952864,0.999931,1,0,1.663
4060,6,6,0.622915,0.993643,1,0,1.663
4080,1,1,0.934782,0.999908,1,0,1.662
4100,7,7,0.952864,0.999931,1,0,1.661
4120,4,4,0.922411,0.999888,1,0,1.661
4140,5,5,0.844143,0.999633,1,0,1.661
4160,5,5,0.629214,0.994080,1,0,1.661
4180,0,0,0.288639,0.875864,1,0,1.660
4200,4,4,0.503647,0.978026,1,0,1.660
4220,4,0,0.391817,0.941474,0,0,1.659
4240,7,7,0.283444,0.871556,1,0,1.661
4260,8,8,0.679893,0.996732,1,0,1.661
4280,8,8,0.178367,0.762222,1,0,1.661
4300,8,8,0.626089,0.993866,1,0,1.661
4320,1,1,0.419789,0.953439,1,0,1.661
4340,0,0,0.762774,0.998860,1,0,1.661
4360,6,6,0.663535,0.996024,1,0,1.662
4380,9,9,0.922411,0.999888,1,0,1.661
4400,3,3,0.213175,0.803088,1,0,1.660
4420,5,5,0.223976,0.814848,1,0,1.663
4440,2,2,0.257550,0.848542,1,0,1.662
4460,9,9,0.891728,0.999819,1,0,1.662
4480,9,9,0.952864,0.999931,1,0,1.662
4500,3,3,0.312864,0.894616,1,0,1.661
4520,3,3,0.042061,0.566805,1,0,1.661
4540,9,9,0.798844,0.999302,1,0,1.660
4560,1,1,0.952864,0.999931,1,0,1.662
4580,6,6,0.342143,0.914433,1,0,1.661
4600,4,4,0.586395,0.990501,1,0,1.661
4620,7,7,0.642485,0.994914,1,0,1.662
4640,2,2,0.456277,0.966008,1,0,1.662
4660,7,7,0.136813,0.707897,1,0,1.662
4680,9,9,0.952864,0.999931,1,0,1.664
4700,6,5,0.352271,0.920595,0,0,1.662
4720,8,8,0.773521,0.999013,1,0,1.662
4740,5,3,0.215931,0.806131,0,0,1.661
4760,3,2,0.211148,0.800831,0,0,1.662
4780,0,0,0.678794,0.996688,1,0,1.662
4800,9,9,0.952864,0.999931,1,0,1.662
4820,3,3,0.642303,0.994903,1,0,1.662
4840,0,0,0.868633,0.999744,1,0,1.663
4860,5,5,0.812860,0.999426,1,0,1.661
4880,0,-1,0.000000,0.469527,0,1,1.662
4900,3,3,0.709279,0.997724,1,0,1.662
4920,7,7,0.952864,0.999931,1,0,1.662
4940,6,6,0.714936,0.997880,1,0,1.661
4960,4,4,0.035526,0.556502,1,0,1.661
4980,1,9,0.136470,0.707425,0,0,1.662
5000,7,7,0.952864,0.999931,1,0,1.662
5020,8,8,0.922411,0.999888,1,0,1.662
5040,3,3,0.912747,0.999869,1,0,1.662
5060,6,6,0.070576,0.611144,1,0,1.664
5080,7,7,0.654986,0.995603,1,0,1.662
5100,3,3,0.839295,0.999606,1,0,1.662
5120,9,9,0.573135,0.989063,1,0,1.662
5140,8,8,0.785068,0.999156,1,0,1.661
5160,0,0,0.653533,0.995527,1,0,1.661
5180,9,7,0.314020,0.895456,0,0,1.661
5200,3,3,0.677171,0.996622,1,0,1.663
5220,0,0,0.750050,0.998651,1,0,1.661
5240,1,9,0.123728,0.689670,0,0,1.662
5260,0,0,0.897816,0.999835,1,0,1.662
5280,0,9,0.111397,0.672052,0,0,1.663
5300,9,9,0.597733,0.991597,1,0,1.663
5320,7,7,0.555792,0.986898,1,0,1.662
5340,3,5,0.034449,0.554800,0,0,1.663
5360,9,9,0.952864,0.999931,1,0,1.663
5380,1,1,0.061724,0.597506,1,0,1.662
5400,9,9,0.934782,0.999908,1,0,1.663
5420,6,6,0.886269,0.999804,1,0,1.663
5440,9,9,0.952864,0.999931,1,0,1.664
5460,0,0,0.952864,0.999931,1,0,1.663
5480,1,1,0.585778,0.990438,1,0,1.662
5500,8,8,0.491602,0.975374,1,0,1.662
5520,4,4,0.171483,0.753621,1,0,1.664
5540,5,-1,0.000000,0.497359,0,1,1.664
5560,3,-1,0.000000,0.438245,0,1,1.662
5580,5,5,0.031298,0.549815,1,0,1.662
5600,6,6,0.054860,0.586846,1,0,1.663
5620,3,3,0.481111,0.972850,1,0,1.662
5640,2,2,0.191188,0.777790,1,0,1.663
5660,9,9,0.079572,0.624867,1,0,1.662
5680,2,2,0.548891,0.985938,1,0,1.664
5700,3,3,0.096397,0.650099,1,0,1.664
5720,9,9,0.952864,0.999931,1,0,1.662
5740,6,6,0.102699,0.659388,1,0,1.660
5760,2,2,0.260417,0.851217,1,0,1.660
5780,7,7,0.952864,0.999931,1,0,1.663
5800,2,2,0.599243,0.991734,1,0,1.664
5820,5,5,0.387940,0.939640,1,0,1.664
5840,2,2,0.393901,0.942442,1,0,1.662
5860,0,0,0.139240,0.711222,1,0,1.661
5880,0,0,0.952864,0.999931,1,0,1.660
5900,4,-1,0.000000,0.386004,0,1,1.660
5920,8,8,0.952864,0.999931,1,0,1.662
5940,7,7,0.243871,0.835340,1,0,1.662
5960,2,6,0.383990,0.937726,0,0,1.663
5980,9,9,0.897816,0.999835,1,0,1.661
6000,8,8,0.516033,0.980497,1,0,1.661
6020,6,6,0.852208,0.999674,1,0,1.661
6040,2,-1,0.000000,0.387212,0,1,1.662
6060,3,3,0.098853,0.653730,1,0,1.660
6080,1,1,0.300023,0.884948,1,0,1.664
6100,1,1,0.897816,0.999835,1,0,1.661
6120,5,5,0.573408,0.989094,1,0,1.661
6140,9,9,0.876761,0.999773,1,0,1.661
6160,2,2,0.295844,0.881670,1,0,1.662
6180,0,0,0.510122,0.979349,1,0,1.661
6200,3,3,0.185185,0.770574,1,0,1.661
6220,2,2,0.133150,0.702845,1,0,1.661
6240,2,2,0.756146,0.998755,1,0,1.661
6260,2,-1,0.000000,0.478343,0,1,1.660
6280,8,-1,0.000000,0.403877,0,1,1.662
6300,1,1,0.912747,0.999869,1,0,1.661
6320,0,0,0.542943,0.985064,1,0,1.661
6340,3,5,0.142953,0.716276,0,0,1.661
6360,2,2,0.208071,0.797376,1,0,1.660
6380,3,3,0.265557,0.855934,1,0,1.661
6400,0,0,0.315098,0.896236,1,0,1.662
6420,7,7,0.934782,0.999908,1,0,1.661
6440,3,3,0.018961,0.530229,1,0,1.662
6460,3,3,0.543219,0.985105,1,0,1.662
6480,0,0,0.341916,0.914291,1,0,1.661
6500,7,-1,0.000000,0.348175,0,1,1.661
6520,6,2,0.085598,0.633971,0,0,1.661
6540,8,8,0.679617,0.996721,1,0,1.660
6560,6,6,0.388047,0.939691,1,0,1.660
6580,1,-1,0.000000,0.425981,0,1,1.661
6600,7,7,0.952864,0.999931,1,0,1.661
6620,7,7,0.952864,0.999931,1,0,1.662
6640,5,3,0.441382,0.961263,0,0,1.660
6660,0,0,0.791621,0.999229,1,0,1.663
6680,3,3,0.273492,0.863015,1,0,1.662
6700,6,6,0.849400,0.999660,1,0,1.661
6720,2,2,0.311067,0.893299,1,0,1.660
6740,2,2,0.026878,0.542808,1,0,1.660
6760,5,5,0.952864,0.999931,1,0,1.660
6780,7,7,0.952864,0.999931,1,0,1.660
6800,6,6,0.165307,0.745767,1,0,1.661
6820,1,1,0.934782,0.999908,1,0,1.660
6840,9,9,0.620419,0.993462,1,0,1.662
6860,0,0,0.934782,0.999908,1,0,1.661
6880,2,2,0.612756,0.992877,1,0,1.661
6900,3,3,0.345582,0.916565,1,0,1.662
6920,5,-1,0.000000,0.477993,0,1,1.660
6940,1,1,0.934782,0.999908,1,0,1.662
6960,9,9,0.740855,0.998479,1,0,1.662
6980,0,0,0.499341,0.977107,1,0,1.660
7000,2,0,0.209888,0.799420,0,0,1.661
7020,7,7,0.952864,0.999931,1,0,1.662
7040,7,0,0.074743,0.617519,0,0,1.661
7060,8,8,0.952864,0.999931,1,0,1.661
7080,5,-1,0.000000,0.487830,0,1,1.658
7100,9,-1,0.000000,0.379350,0,1,1.662
7120,7,7,0.424558,0.955268,1,0,1.661
7140,4,7,0.025661,0.540876,0,0,1.660
7160,5,5,0.312836,0.894596,1,0,1.662
7180,6,6,0.535861,0.983961,1,0,1.661
7200,4,4,0.163648,0.743635,1,0,1.661
7220,9,9,0.755444,0.998744,1,0,1.662
7240,0,0,0.343249,0.915123,1,0,1.661
7260,1,1,0.891728,0.999819,1,0,1.661
7280,1,1,0.479762,0.972511,1,0,1.662
7300,3,5,0.570530,0.988759,0,0,1.661
7320,8,8,0.188378,0.774429,1,0,1.661
7340,2,2,0.127133,0.694459,1,0,1.661
7360,2,2,0.422220,0.954379,1,0,1.664
7380,7,7,0.634100,0.994400,1,0,1.661
7400,3,5,0.270460,0.860338,0,0,1.662
7420,3,2,0.063558,0.600341,0,0,1.662
7440,3,3,0.415348,0.951682,1,0,1.662
7460,5,5,0.952864,0.999931,1,0,1.662
7480,1,1,0.246551,0.837984,1,0,1.662
7500,6,6,0.952864,0.999931,1,0,1.661
7520,4,4,0.569207,0.988602,1,0,1.661
7540,5,5,0.952864,0.999931,1,0,1.664
7560,0,0,0.285502,0.873275,1,0,1.661
7580,8,8,0.891728,0.999819,1,0,1.662
7600,8,-1,0.000000,0.475324,0,1,1.662
7620,5,3,0.233521,0.824870,0,0,1.662
7640,9,9,0.597273,0.991555,1,0,1.662
7660,7,7,0.260897,0.851662,1,0,1.662
7680,3,3,0.004700,0.507500,1,0,1.662
7700,6,6,0.891728,0.999819,1,0,1.662
7720,5,5,0.334254,0.909392,1,0,1.662
7740,4,4,0.122315,0.687672,1,0,1.662
7760,2,9,0.025906,0.541267,0,0,1.663
7780,3,8,0.026909,0.542858,0,0,1.662
7800,0,0,0.468553,0.969549,1,0,1.662
7820,5,0,0.014085,0.522465,0,0,1.661
7840,1,1,0.952864,0.999931,1,0,1.663
7860,8,8,0.830587,0.999554,1,0,1.662
7880,0,0,0.399273,0.944878,1,0,1.660
7900,0,0,0.124284,0.690453,1,0,1.661
7920,9,9,0.824751,0.999515,1,0,1.661
7940,2,6,0.184836,0.770151,0,0,1.660
7960,0,3,0.107652,0.666623,0,0,1.660
7980,3,3,0.645645,0.995097,1,0,1.662
8000,9,9,0.852208,0.999674,1,0,1.661
8020,6,-1,0.000000,0.303805,0,1,1.662
8040,2,2,0.891728,0.999819,1,0,1.661
8060,6,6,0.846716,0.999647,1,0,1.661
8080,4,4,0.328805,0.905782,1,0,1.660
8100,6,2,0.065856,0.603889,0,0,1.663
8120,8,8,0.494174,0.975962,1,0,1.662
8140,5,-1,0.000000,0.453529,0,1,1.660
8160,6,6,0.952864,0.999931,1,0,1.661
8180,4,4,0.224704,0.815624,1,0,1.660
8200,3,-1,0.000000,0.406303,0,1,1.661
8220,6,-1,0.000000,0.479373,0,1,1.660
8240,7,7,0.834792,0.999580,1,0,1.663
8260,1,1,0.952864,0.999931,1,0,1.662
8280,4,4,0.439655,0.960679,1,0,1.662
8300,5,-1,0.000000,0.415107,0,1,1.661
8320,7,7,0.446285,0.962881,1,0,1.661
8340,5,5,0.327527,0.904920,1,0,1.661
8360,7,7,0.952864,0.999931,1,0,1.663
8380,9,9,0.952864,0.999931,1,0,1.663
8400,0,0,0.263960,0.854479,1,0,1.661
8420,3,6,0.489564,0.974900,0,0,1.662
8440,5,5,0.003841,0.506129,1,0,1.662
8460,8,8,0.819392,0.999476,1,0,1.662
8480,2,2,0.010194,0.516262,1,0,1.663
8500,4,4,0.649702,0.995323,1,0,1.662
8520,8,8,0.449320,0.963854,1,0,1.662
8540,4,-1,0.000000,0.469157,0,1,1.661
8560,7,7,0.952864,0.999931,1,0,1.663
8580,3,5,0.390536,0.940873,0,0,1.665
8600,3,3,0.147455,0.722345,1,0,1.663
8620,3,-1,0.000000,0.459604,0,1,1.663
8640,1,1,0.783011,0.999132,1,0,1.662
8660,7,7,0.670713,0.996350,1,0,1.662
8680,3,-1,0.000000,0.360708,0,1,1.661
8700,3,5,0.179434,0.763540,0,0,1.661
8720,2,0,0.044673,0.570910,0,0,1.661
8740,2,2,0.258423,0.849360,1,0,1.661
8760,8,8,0.736908,0.998399,1,0,1.662
8780,4,4,0.226841,0.817893,1,0,1.661
8800,0,0,0.125046,0.691527,1,0,1.661
8820,2,2,0.952864,0.999931,1,0,1.662
8840,2,2,0.008638,0.513781,1,0,1.664
8860,2,2,0.952864,0.999931,1,0,1.663
8880,1,1,0.733150,0.998319,1,0,1.663
8900,2,2,0.309600,0.892216,1,0,1.663
8920,6,6,0.630815,0.994186,1,0,1.663
8940,6,3,0.059674,0.594329,0,0,1.665
8960,0,0,0.195347,0.782713,1,0,1.660
8980,9,9,0.952864,0.999931,1,0,1.661
9000,8,8,0.952864,0.999931,1,0,1.662
9020,7,7,0.952864,0.999931,1,0,1.662
9040,2,5,0.176648,0.760089,0,0,1.663
9060,9,9,0.382894,0.937187,1,0,1.661
9080,3,-1,0.000000,0.405345,0,1,1.661
9100,9,1,0.016635,0.526527,0,0,1.662
9120,3,-1,0.000000,0.408289,0,1,1.662
9140,7,7,0.393020,0.942034,1,0,1.662
9160,5,5,0.033323,0.553018,1,0,1.661
9180,5,5,0.611160,0.992750,1,0,1.661
9200,8,8,0.304169,0.888136,1,0,1.661
9220,8,8,0.934782,0.999908,1,0,1.662
9240,8,8,0.704719,0.997590,1,0,1.661
9260,5,5,0.451928,0.964674,1,0,1.661
9280,9,9,0.540017,0.984616,1,0,1.661
9300,5,6,0.045336,0.571952,0,0,1.662
9320,9,9,0.886269,0.999804,1,0,1.661
9340,1,1,0.849400,0.999660,1,0,1.663
9360,5,-1,0.000000,0.464300,0,1,1.662
9380,5,3,0.333572,0.908945,0,0,1.663
9400,6,6,0.952864,0.999931,1,0,1.661
9420,5,5,0.631789,0.994250,1,0,1.662
9440,8,8,0.793947,0.999253,1,0,1.663
9460,3,3,0.334737,0.909706,1,0,1.661
9480,2,2,0.186765,0.772486,1,0,1.661
9500,9,9,0.912747,0.999869,1,0,1.662
9520,1,1,0.952864,0.999931,1,0,1.665
9540,5,5,0.729563,0.998240,1,0,1.661
9560,9,7,0.035222,0.556021,0,0,1.661
9580,1,1,0.922411,0.999888,1,0,1.661
9600,8,8,0.463577,0.968152,1,0,1.661
9620,4,4,0.547302,0.985709,1,0,1.661
9640,5,5,0.584250,0.990280,1,0,1.664
9660,6,6,0.952864,0.999931,1,0,1.662
9680,8,8,0.526536,0.982404,1,0,1.663
9700,0,0,0.759020,0.998802,1,0,1.660
9720,8,-1,0.000000,0.350259,0,1,1.661
9740,3,6,0.349241,0.918788,0,0,1.660
9760,9,9,0.217993,0.808388,1,0,1.662
9780,4,4,0.158862,0.737432,1,0,1.659
9800,1,1,0.952864,0.999931,1,0,1.661
9820,0,8,0.107583,0.666523,0,0,1.659
9840,4,7,0.639076,0.994710,0,0,1.660
9860,0,0,0.402392,0.946254,1,0,1.658
9880,7,7,0.234432,0.825808,1,0,1.660
9900,8,8,0.952864,0.999931,1,0,1.661
9920,6,6,0.952864,0.999931,1,0,1.660
9940,4,4,0.686796,0.996995,1,0,1.662
9960,2,0,0.952864,0.999931,0,0,1.660
9980,0,0,0.952864,0.999931,1,0,1.660
