idx,label,predict,radius,pA_lower,correct,abstain,seconds
3400,6,4,0.006782,0.522535,0,0,1.662
3420,5,-1,0.000000,0.498759,0,1,1.660
3440,2,3,0.367257,0.998895,0,0,1.662
3460,1,1,0.457375,0.999931,1,0,1.662
3480,2,2,0.457375,0.999931,1,0,1.660
3500,1,1,0.050982,0.664526,1,0,1.662
3520,1,1,0.457375,0.999931,1,0,1.663
3540,6,6,0.448695,0.999908,1,0,1.661
3560,1,1,0.166325,0.917133,1,0,1.662
3580,4,4,0.187894,0.941301,1,0,1.660
3600,4,-1,0.000000,0.488020,0,1,1.662
3620,0,0,0.434267,0.999852,1,0,1.664
3640,6,6,0.280977,0.990396,1,0,1.660
3660,0,0,0.457375,0.999931,1,0,1.660
3680,0,0,0.295229,0.993058,1,0,1.660
3700,3,3,0.413524,0.999716,1,0,1.661
3720,2,2,0.457375,0.999931,1,0,1.661
3740,0,0,0.457375,0.999931,1,0,1.662
3760,7,7,0.457375,0.999931,1,0,1.662
3780,4,4,0.332487,0.997203,1,0,1.660
3800,9,9,0.457375,0.999931,1,0,1.663
3820,0,0,0.288373,0.991872,1,0,1.662
3840,6,4,0.006360,0.521134,0,0,1.664
3860,7,7,0.457375,0.999931,1,0,1.662
3880,6,6,0.362613,0.998744,1,0,1.661
3900,3,3,0.287919,0.991787,1,0,1.661
3920,7,7,0.253779,0.982778,1,0,1.662
3940,6,6,0.096734,0.789912,1,0,1.661
3960,2,2,0.457375,0.999931,1,0,1.661
3980,9,2,0.263433,0.985928,0,0,1.661
4000,8,4,0.005724,0.519023,0,0,1.662
4020,8,8,0.255590,0.983411,1,0,1.662
4040,0,0,0.457375,0.999931,1,0,1.662
4060,6,6,0.457375,0.999931,1,0,1.661
4080,1,1,0.457375,0.999931,1,0,1.662
4100,7,7,0.457375,0.999931,1,0,1.662
4120,4,4,0.457375,0.999931,1,0,1.662
4140,5,5,0.226777,0.970608,1,0,1.662
4160,5,5,0.438119,0.999869,1,0,1.662
4180,0,0,0.097558,0.791886,1,0,1.661
4200,4,4,0.442757,0.999888,1,0,1.660
4220,4,4,0.007807,0.525936,1,0,1.660
4240,7,7,0.438119,0.999869,1,0,1.662
4260,8,8,0.457375,0.999931,1,0,1.662
4280,8,8,0.315926,0.995765,1,0,1.663
4300,8,8,0.329233,0.996962,1,0,1.661
4320,1,1,0.420845,0.999773,1,0,1.660
4340,0,0,0.457375,0.999931,1,0,1.663
4360,6,6,0.438119,0.999869,1,0,1.662
4380,9,9,0.457375,0.999931,1,0,1.662
4400,3,3,0.090016,0.773412,1,0,1.661
4420,5,5,0.442757,0.999888,1,0,1.661
4440,2,2,0.457375,0.999931,1,0,1.661
4460,9,9,0.457375,0.999931,1,0,1.661
4480,9,9,0.457375,0.999931,1,0,1.660
4500,3,3,0.110398,0.821210,1,0,1.660
4520,3,3,0.223982,0.969015,1,0,1.658
4540,9,9,0.457375,0.999931,1,0,1.659
4560,1,1,0.457375,0.999931,1,0,1.659
4580,6,6,0.217100,0.964787,1,0,1.659
4600,4,4,0.457375,0.999931,1,0,1.659
4620,7,7,0.434267,0.999852,1,0,1.660
4640,2,2,0.306002,0.994614,1,0,1.659
4660,7,7,0.128632,0.858126,1,0,1.659
4680,9,9,0.428030,0.999819,1,0,1.661
4700,6,5,0.093090,0.781052,0,0,1.659
4720,8,8,0.222897,0.968378,1,0,1.660
4740,5,3,0.103366,0.805486,0,0,1.660
4760,3,3,0.119785,0.840910,1,0,1.660
4780,0,0,0.430952,0.999835,1,0,1.660
4800,9,9,0.457375,0.999931,1,0,1.659
4820,3,3,0.283132,0.990849,1,0,1.661
4840,0,0,0.457375,0.999931,1,0,1.661
4860,5,5,0.457375,0.999931,1,0,1.660
4880,0,0,0.297248,0.993377,1,0,1.664
4900,3,3,0.457375,0.999931,1,0,1.663
4920,7,7,0.457375,0.999931,1,0,1.664
4940,6,6,0.457375,0.999931,1,0,1.661
4960,4,4,0.413524,0.999716,1,0,1.661
4980,1,1,0.306168,0.994636,1,0,1.661
5000,7,7,0.457375,0.999931,1,0,1.662
5020,8,8,0.457375,0.999931,1,0,1.661
5040,3,3,0.213734,0.962553,1,0,1.663
5060,6,6,0.064665,0.705014,1,0,1.661
5080,7,7,0.457375,0.999931,1,0,1.661
5100,3,3,0.457375,0.999931,1,0,1.662
5120,9,9,0.411958,0.999702,1,0,1.662
5140,8,8,0.457375,0.999931,1,0,1.660
5160,0,0,0.457375,0.999931,1,0,1.661
5180,9,9,0.122545,0.846422,1,0,1.663
5200,3,3,0.358195,0.998582,1,0,1.661
5220,0,0,0.457375,0.999931,1,0,1.661
5240,1,1,0.362950,0.998755,1,0,1.662
5260,0,0,0.434267,0.999852,1,0,1.661
5280,0,4,0.256564,0.983743,0,0,1.662
5300,9,9,0.457375,0.999931,1,0,1.663
5320,7,7,0.146776,0.889361,1,0,1.662
5340,3,4,0.014635,0.548533,0,0,1.661
5360,9,9,0.457375,0.999931,1,0,1.662
5380,1,1,0.238107,0.976385,1,0,1.662
5400,9,9,0.457375,0.999931,1,0,1.662
5420,6,6,0.457375,0.999931,1,0,1.662
5440,9,9,0.457375,0.999931,1,0,1.662
5460,0,0,0.457375,0.999931,1,0,1.662
5480,1,1,0.413524,0.999716,1,0,1.661
5500,8,8,0.363290,0.998767,1,0,1.661
5520,4,4,0.277427,0.989608,1,0,1.661
5540,5,5,0.287413,0.991692,1,0,1.660
5560,3,3,0.005718,0.519003,1,0,1.659
5580,5,5,0.022506,0.574385,1,0,1.659
5600,6,6,0.088741,0.770202,1,0,1.661
5620,3,6,0.033676,0.610503,0,0,1.662
5640,2,5,0.039030,0.627504,0,0,1.662
5660,9,9,0.333737,0.997292,1,0,1.662
5680,2,2,0.324531,0.996579,1,0,1.663
5700,3,5,0.010185,0.533821,0,0,1.661
5720,9,9,0.457375,0.999931,1,0,1.661
5740,6,6,0.342969,0.997869,1,0,1.661
5760,2,2,0.250105,0.981430,1,0,1.661
5780,7,7,0.457375,0.999931,1,0,1.662
5800,2,2,0.457375,0.999931,1,0,1.660
5820,5,5,0.205686,0.956740,1,0,1.663
5840,2,2,0.116207,0.833575,1,0,1.660
5860,0,0,0.275017,0.989042,1,0,1.662
5880,0,0,0.457375,0.999931,1,0,1.661
5900,4,3,0.024475,0.580805,0,0,1.661
5920,8,8,0.457375,0.999931,1,0,1.662
5940,7,-1,0.000000,0.465100,0,1,1.662
5960,2,-1,0.000000,0.435468,0,1,1.662
5980,9,9,0.457375,0.999931,1,0,1.663
6000,8,8,0.313696,0.995527,1,0,1.662
6020,6,6,0.457375,0.999931,1,0,1.660
6040,2,7,0.085472,0.761850,0,0,1.661
6060,3,3,0.162212,0.911775,1,0,1.659
6080,1,1,0.457375,0.999931,1,0,1.661
6100,1,1,0.457375,0.999931,1,0,1.661
6120,5,5,0.219356,0.966223,1,0,1.663
6140,9,9,0.457375,0.999931,1,0,1.660
6160,2,2,0.184655,0.938072,1,0,1.661
6180,0,0,0.268212,0.987295,1,0,1.661
6200,3,3,0.119127,0.839578,1,0,1.661
6220,2,2,0.091839,0.777961,1,0,1.660
6240,2,2,0.457375,0.999931,1,0,1.661
6260,2,2,0.134088,0.868089,1,0,1.660
6280,8,8,0.113753,0.828420,1,0,1.661
6300,1,1,0.457375,0.999931,1,0,1.663
6320,0,0,0.159714,0.908398,1,0,1.661
6340,3,3,0.245008,0.979411,1,0,1.661
6360,2,2,0.249561,0.981222,1,0,1.660
6380,3,3,0.353453,0.998388,1,0,1.661
6400,0,8,0.008573,0.528478,0,0,1.662
6420,7,7,0.448695,0.999908,1,0,1.662
6440,3,3,0.249969,0.981378,1,0,1.663
6460,3,3,0.457375,0.999931,1,0,1.661
6480,0,0,0.028957,0.595341,1,0,1.661
6500,7,8,0.002545,0.508460,0,0,1.661
6520,6,6,0.334539,0.997347,1,0,1.663
6540,8,8,0.457375,0.999931,1,0,1.661
6560,6,-1,0.000000,0.491969,0,1,1.663
6580,1,8,0.054272,0.674461,0,0,1.660
6600,7,7,0.457375,0.999931,1,0,1.662
6620,7,7,0.448695,0.999908,1,0,1.662
6640,5,3,0.236183,0.975477,0,0,1.663
6660,0,0,0.448695,0.999908,1,0,1.662
6680,3,3,0.080673,0.749297,1,0,1.663
6700,6,6,0.328389,0.996896,1,0,1.662
6720,2,2,0.258281,0.984315,1,0,1.661
6740,2,2,0.350919,0.998274,1,0,1.660
6760,5,5,0.457375,0.999931,1,0,1.661
6780,7,7,0.457375,0.999931,1,0,1.663
6800,6,2,0.072796,0.727953,0,0,1.663
6820,1,1,0.457375,0.999931,1,0,1.665
6840,9,9,0.338622,0.997613,1,0,1.663
6860,0,0,0.317623,0.995938,1,0,1.662
6880,2,2,0.457375,0.999931,1,0,1.663
6900,3,3,0.457375,0.999931,1,0,1.663
6920,5,5,0.032270,0.606003,1,0,1.660
6940,1,1,0.457375,0.999931,1,0,1.662
6960,9,9,0.457375,0.999931,1,0,1.662
6980,0,0,0.448695,0.999908,1,0,1.661
7000,2,8,0.096709,0.789852,0,0,1.662
7020,7,7,0.457375,0.999931,1,0,1.662
7040,7,0,0.267718,0.987159,0,0,1.661
7060,8,8,0.457375,0.999931,1,0,1.663
7080,5,-1,0.000000,0.371140,0,1,1.660
7100,9,5,0.337042,0.997513,0,0,1.662
7120,7,7,0.448695,0.999908,1,0,1.663
7140,4,4,0.267453,0.987086,1,0,1.661
7160,5,5,0.448695,0.999908,1,0,1.661
7180,6,6,0.448695,0.999908,1,0,1.661
7200,4,4,0.220850,0.967146,1,0,1.661
7220,9,9,0.448695,0.999908,1,0,1.664
7240,0,0,0.287078,0.991629,1,0,1.661
7260,1,1,0.457375,0.999931,1,0,1.661
7280,1,1,0.242130,0.978191,1,0,1.663
7300,3,4,0.009005,0.529909,0,0,1.663
7320,8,8,0.410473,0.999688,1,0,1.662
7340,2,2,0.089204,0.771369,1,0,1.662
7360,2,2,0.457375,0.999931,1,0,1.661
7380,7,7,0.374885,0.999108,1,0,1.662
7400,3,3,0.144494,0.885727,1,0,1.662
7420,3,2,0.136227,0.871859,0,0,1.663
7440,3,3,0.054068,0.673849,1,0,1.661
7460,5,5,0.457375,0.999931,1,0,1.662
7480,1,1,0.457375,0.999931,1,0,1.664
7500,6,6,0.457375,0.999931,1,0,1.663
7520,4,4,0.070980,0.722908,1,0,1.662
7540,5,5,0.457375,0.999931,1,0,1.662
7560,0,0,0.301492,0.994005,1,0,1.661
7580,8,8,0.379433,0.999216,1,0,1.662
7600,8,9,0.041208,0.634352,0,0,1.662
7620,5,3,0.096608,0.789610,0,0,1.663
7640,9,9,0.010880,0.536123,1,0,1.663
7660,7,7,0.457375,0.999931,1,0,1.663
7680,3,-1,0.000000,0.377744,0,1,1.663
7700,6,6,0.457375,0.999931,1,0,1.663
7720,5,5,0.293484,0.992771,1,0,1.661
7740,4,4,0.374885,0.999108,1,0,1.661
7760,2,0,0.056283,0.680473,0,0,1.663
7780,3,8,0.244041,0.979008,0,0,1.663
7800,0,0,0.354787,0.998445,1,0,1.662
7820,5,5,0.087940,0.768169,1,0,1.662
7840,1,1,0.457375,0.999931,1,0,1.663
7860,8,8,0.239456,0.977004,1,0,1.661
7880,0,0,0.457375,0.999931,1,0,1.663
7900,0,0,0.154660,0.901271,1,0,1.662
7920,9,9,0.457375,0.999931,1,0,1.661
7940,2,-1,0.000000,0.462302,0,1,1.660
7960,0,0,0.202004,0.953848,1,0,1.660
7980,3,3,0.370866,0.999001,1,0,1.660
8000,9,9,0.457375,0.999931,1,0,1.660
8020,6,5,0.122248,0.845836,0,0,1.660
8040,2,2,0.457375,0.999931,1,0,1.661
8060,6,6,0.457375,0.999931,1,0,1.661
8080,4,4,0.267416,0.987075,1,0,1.660
8100,6,2,0.040094,0.630853,0,0,1.660
8120,8,8,0.434267,0.999852,1,0,1.661
8140,5,3,0.035514,0.616366,0,0,1.660
8160,6,6,0.457375,0.999931,1,0,1.661
8180,4,4,0.053924,0.673417,1,0,1.659
8200,3,3,0.060166,0.691949,1,0,1.662
8220,6,6,0.273854,0.988759,1,0,1.661
8240,7,7,0.457375,0.999931,1,0,1.661
8260,1,1,0.457375,0.999931,1,0,1.662
8280,4,4,0.457375,0.999931,1,0,1.662
8300,5,5,0.211324,0.960884,1,0,1.661
8320,7,7,0.255499,0.983380,1,0,1.660
8340,5,5,0.185298,0.938724,1,0,1.661
8360,7,7,0.457375,0.999931,1,0,1.662
8380,9,9,0.457375,0.999931,1,0,1.663
8400,0,0,0.373493,0.999072,1,0,1.662
8420,3,6,0.457375,0.999931,0,0,1.661
8440,5,5,0.104212,0.807420,1,0,1.661
8460,8,8,0.457375,0.999931,1,0,1.663
8480,2,2,0.141017,0.880031,1,0,1.662
8500,4,4,0.457375,0.999931,1,0,1.660
8520,8,8,0.371290,0.999013,1,0,1.663
8540,4,4,0.040065,0.630763,1,0,1.662
8560,7,7,0.457375,0.999931,1,0,1.664
8580,3,5,0.434267,0.999852,0,0,1.666
8600,3,3,0.184825,0.938245,1,0,1.662
8620,3,3,0.105763,0.810938,1,0,1.664
8640,1,1,0.434267,0.999852,1,0,1.663
8660,7,7,0.374885,0.999108,1,0,1.664
8680,3,-1,0.000000,0.462512,0,1,1.663
8700,3,5,0.006173,0.520514,0,0,1.662
8720,2,0,0.140382,0.878969,0,0,1.661
8740,2,2,0.330241,0.997038,1,0,1.660
8760,8,8,0.457375,0.999931,1,0,1.661
8780,4,4,0.183799,0.937197,1,0,1.659
8800,0,0,0.457375,0.999931,1,0,1.660
8820,2,2,0.457375,0.999931,1,0,1.662
8840,2,2,0.002385,0.507930,1,0,1.661
8860,2,2,0.457375,0.999931,1,0,1.660
8880,1,1,0.401762,0.999593,1,0,1.660
8900,2,2,0.343776,0.997914,1,0,1.660
8920,6,6,0.296160,0.993207,1,0,1.660
8940,6,3,0.220365,0.966849,0,0,1.661
8960,0,0,0.140249,0.878746,1,0,1.659
8980,9,9,0.457375,0.999931,1,0,1.661
9000,8,8,0.457375,0.999931,1,0,1.662
9020,7,7,0.457375,0.999931,1,0,1.663
9040,2,2,0.009871,0.532780,1,0,1.661
9060,9,9,0.457375,0.999931,1,0,1.661
9080,3,3,0.088177,0.768773,1,0,1.660
9100,9,9,0.080510,0.748864,1,0,1.662
9120,3,3,0.047404,0.653590,1,0,1.661
9140,7,7,0.195934,0.948743,1,0,1.661
9160,5,3,0.127457,0.855913,0,0,1.660
9180,5,5,0.457375,0.999931,1,0,1.662
9200,8,8,0.262636,0.985688,1,0,1.662
9220,8,8,0.457375,0.999931,1,0,1.662
9240,8,8,0.442757,0.999888,1,0,1.662
9260,5,5,0.165215,0.915712,1,0,1.661
9280,9,9,0.457375,0.999931,1,0,1.662
9300,5,4,0.236464,0.975611,0,0,1.663
9320,9,9,0.457375,0.999931,1,0,1.661
9340,1,1,0.457375,0.999931,1,0,1.662
9360,5,0,0.005703,0.518953,0,0,1.662
9380,5,5,0.168589,0.919976,1,0,1.661
9400,6,6,0.457375,0.999931,1,0,1.662
9420,5,5,0.286526,0.991523,1,0,1.662
9440,8,8,0.457375,0.999931,1,0,1.663
9460,3,3,0.128212,0.857338,1,0,1.661
9480,2,6,0.018395,0.560917,0,0,1.661
9500,9,9,0.457375,0.999931,1,0,1.662
9520,1,1,0.457375,0.999931,1,0,1.662
9540,5,5,0.457375,0.999931,1,0,1.660
9560,9,-1,0.000000,0.452280,0,1,1.661
9580,1,1,0.457375,0.999931,1,0,1.662
9600,8,8,0.457375,0.999931,1,0,1.660
9620,4,4,0.230835,0.972799,1,0,1.661
9640,5,5,0.064424,0.704321,1,0,1.662
9660,6,6,0.434267,0.999852,1,0,1.662
9680,8,8,0.438119,0.999869,1,0,1.661
9700,0,0,0.457375,0.999931,1,0,1.661
9720,8,8,0.069946,0.720014,1,0,1.660
9740,3,-1,0.000000,0.477923,0,1,1.660
9760,9,9,0.150844,0.895629,1,0,1.660
9780,4,4,0.150776,0.895527,1,0,1.661
9800,1,1,0.457375,0.999931,1,0,1.664
9820,0,0,0.175720,0.928449,1,0,1.664
9840,4,7,0.063481,0.701599,0,0,1.663
9860,0,0,0.320763,0.996241,1,0,1.665
9880,7,7,0.183375,0.936759,1,0,1.668
9900,8,8,0.457375,0.999931,1,0,1.667
9920,6,6,0.457375,0.999931,1,0,1.666
9940,4,4,0.418825,0.999759,1,0,1.670
9960,2,0,0.105982,0.811431,0,0,1.669
9980,0,0,0.457375,0.999931,1,0,1.666
