idx,label,predict,radius,pA_lower,correct,abstain,seconds
1960,2,6,0.624564,0.993760,0,0,1.666
1980,9,6,0.446349,0.962901,0,0,1.668
2000,1,6,0.485713,0.973983,0,0,1.668
2020,9,6,0.547805,0.985782,0,0,1.666
2040,0,6,0.273699,0.863197,0,0,1.668
2060,5,6,0.114797,0.676950,0,0,1.665
2080,1,6,0.415577,0.951774,0,0,1.667
2100,2,6,0.212232,0.802040,0,0,1.665
2120,4,6,0.314593,0.895872,0,0,1.666
2140,9,6,0.346660,0.917224,0,0,1.666
2160,0,6,0.298129,0.883470,0,0,1.666
2180,4,6,0.233795,0.825152,0,0,1.667
2200,0,-1,0.000000,0.376148,0,1,1.666
2220,1,6,0.608045,0.992496,0,0,1.666
2240,9,6,0.582446,0.990091,0,0,1.664
2260,4,6,0.583746,0.990228,0,0,1.665
2280,4,6,0.350188,0.919356,0,0,1.665
2300,3,6,0.368351,0.929679,0,0,1.666
2320,5,-1,0.000000,0.415736,0,1,1.668
2340,7,6,0.391577,0.941362,0,0,1.668
2360,7,6,0.270528,0.860399,0,0,1.666
2380,8,6,0.466151,0.968882,0,0,1.666
2400,0,6,0.140816,0.713372,0,0,1.666
2420,8,6,0.277595,0.866583,0,0,1.666
2440,7,6,0.074927,0.617800,0,0,1.667
2460,9,6,0.563823,0.987942,0,0,1.666
2480,8,6,0.461475,0.967547,0,0,1.667
2500,4,6,0.292361,0.878888,0,0,1.667
2520,1,6,0.229360,0.820544,0,0,1.666
2540,2,6,0.214395,0.804438,0,0,1.666
2560,7,6,0.335909,0.910467,0,0,1.666
2580,6,6,0.202343,0.790849,1,0,1.667
2600,8,6,0.313741,0.895254,0,0,1.666
2620,1,6,0.311839,0.893866,0,0,1.666
2640,7,6,0.351278,0.920006,0,0,1.667
2660,3,6,0.148160,0.723290,0,0,1.665
2680,0,6,0.117712,0.681126,0,0,1.666
2700,9,6,0.157100,0.735130,0,0,1.666
2720,3,6,0.306469,0.889877,0,0,1.667
2740,1,6,0.221543,0.812238,0,0,1.667
2760,2,6,0.115405,0.677823,0,0,1.666
2780,7,6,0.393262,0.942146,0,0,1.667
2800,4,6,0.172521,0.754929,0,0,1.667
2820,6,6,0.335048,0.909909,1,0,1.666
2840,3,-1,0.000000,0.439923,0,1,1.667
2860,5,6,0.478588,0.972212,0,0,1.665
2880,4,6,0.016441,0.526216,0,0,1.666
2900,3,2,0.021075,0.533591,0,0,1.666
2920,2,-1,0.000000,0.438744,0,1,1.666
2940,3,-1,0.000000,0.448374,0,1,1.666
2960,9,6,0.510382,0.979401,0,0,1.667
2980,8,6,0.227070,0.818135,0,0,1.666
3000,5,6,0.211925,0.801697,0,0,1.666
3020,1,6,0.361856,0.926111,0,0,1.667
3040,7,6,0.235888,0.827301,0,0,1.665
3060,7,6,0.360356,0.925267,0,0,1.664
3080,1,6,0.610897,0.992729,0,0,1.665
3100,0,6,0.056449,0.589320,0,0,1.664
3120,4,6,0.213403,0.803340,0,0,1.665
3140,8,6,0.232604,0.823922,0,0,1.665
3160,6,6,0.159742,0.738578,1,0,1.666
3180,3,6,0.521739,0.981554,0,0,1.665
3200,5,6,0.297948,0.883329,0,0,1.666
3220,3,6,0.485160,0.973849,0,0,1.666
3240,4,6,0.443224,0.961877,0,0,1.665
3260,7,6,0.190631,0.777126,0,0,1.667
3280,3,6,0.111050,0.671550,0,0,1.665
3300,4,6,0.400836,0.945571,0,0,1.666
3320,2,6,0.195373,0.782743,0,0,1.666
3340,6,6,0.300858,0.885596,1,0,1.666
3360,4,6,0.184861,0.770181,0,0,1.666
3380,8,6,0.374578,0.932974,0,0,1.666
3400,6,6,0.165307,0.745767,1,0,1.666
3420,5,6,0.245055,0.836511,0,0,1.666
3440,2,6,0.298142,0.883481,0,0,1.666
3460,1,6,0.486012,0.974055,0,0,1.666
3480,2,6,0.213903,0.803894,0,0,1.667
3500,1,6,0.548528,0.985886,0,0,1.666
3520,1,6,0.591690,0.991028,0,0,1.666
3540,6,6,0.413201,0.950815,1,0,1.667
3560,1,6,0.520655,0.981357,0,0,1.665
3580,4,6,0.322981,0.901809,0,0,1.664
3600,4,6,0.119670,0.683917,0,0,1.665
3620,0,6,0.262396,0.853045,0,0,1.666
3640,6,6,0.356636,0.923144,1,0,1.664
3660,0,6,0.284277,0.872254,0,0,1.665
3680,0,6,0.347093,0.917488,0,0,1.664
3700,3,6,0.148528,0.723782,0,0,1.666
3720,2,6,0.172001,0.754275,0,0,1.664
3740,0,6,0.199883,0.788009,0,0,1.666
3760,7,6,0.204169,0.792944,0,0,1.667
3780,4,6,0.249333,0.840699,0,0,1.666
3800,9,6,0.542324,0.984970,0,0,1.667
3820,0,6,0.020150,0.532120,0,0,1.667
3840,6,6,0.193759,0.780841,1,0,1.667
3860,7,6,0.419867,0.953470,0,0,1.667
3880,6,6,0.183480,0.768501,1,0,1.667
3900,3,6,0.219242,0.809748,0,0,1.667
3920,7,6,0.242623,0.834099,0,0,1.667
3940,6,6,0.472374,0.970587,1,0,1.668
3960,2,2,0.058757,0.592907,1,0,1.668
3980,9,6,0.588691,0.990733,0,0,1.666
4000,8,6,0.265991,0.856328,0,0,1.667
4020,8,6,0.087593,0.636970,0,0,1.665
4040,0,-1,0.000000,0.383221,0,1,1.665
4060,6,6,0.227662,0.818760,1,0,1.668
4080,1,6,0.586395,0.990501,0,0,1.668
4100,7,6,0.578929,0.989713,0,0,1.666
4120,4,6,0.081703,0.628096,0,0,1.666
4140,5,6,0.303121,0.887336,0,0,1.665
4160,5,6,0.211834,0.801597,0,0,1.665
4180,0,6,0.238127,0.829580,0,0,1.665
4200,4,6,0.248047,0.839447,0,0,1.665
4220,4,6,0.009246,0.514751,0,0,1.665
4240,7,6,0.476035,0.971554,0,0,1.665
4260,8,6,0.458851,0.966777,0,0,1.665
4280,8,6,0.420524,0.953725,0,0,1.666
4300,8,6,0.368445,0.929730,0,0,1.666
4320,1,6,0.398566,0.944562,0,0,1.664
4340,0,6,0.240235,0.831708,0,0,1.666
4360,6,6,0.450552,0.964244,1,0,1.665
4380,9,6,0.443224,0.961877,0,0,1.667
4400,3,6,0.339278,0.912627,0,0,1.667
4420,5,6,0.279705,0.868392,0,0,1.665
4440,2,-1,0.000000,0.464610,0,1,1.667
4460,9,6,0.387198,0.939284,0,0,1.668
4480,9,6,0.406341,0.947957,0,0,1.667
4500,3,6,0.335080,0.909929,0,0,1.668
4520,3,6,0.414359,0.951284,0,0,1.667
4540,9,6,0.464840,0.968512,0,0,1.665
4560,1,6,0.476708,0.971729,0,0,1.667
4580,6,6,0.087940,0.637491,1,0,1.666
4600,4,6,0.230489,0.821724,0,0,1.666
4620,7,6,0.147778,0.722777,0,0,1.666
4640,2,6,0.232312,0.823620,0,0,1.667
4660,7,6,0.322821,0.901697,0,0,1.667
4680,9,6,0.412301,0.950447,0,0,1.666
4700,6,6,0.387855,0.939600,1,0,1.667
4720,8,6,0.198912,0.786881,0,0,1.667
4740,5,6,0.140890,0.713473,0,0,1.666
4760,3,6,0.402930,0.946489,0,0,1.666
4780,0,6,0.184099,0.769256,0,0,1.666
4800,9,6,0.426659,0.956055,0,0,1.666
4820,3,6,0.055670,0.588108,0,0,1.667
4840,0,6,0.350511,0.919549,0,0,1.666
4860,5,6,0.137926,0.709424,0,0,1.665
4880,0,6,0.223891,0.814758,0,0,1.666
4900,3,6,0.235307,0.826706,0,0,1.667
4920,7,6,0.288133,0.875449,0,0,1.666
4940,6,6,0.270881,0.860712,1,0,1.667
4960,4,6,0.251149,0.842455,0,0,1.669
4980,1,6,0.521854,0.981575,0,0,1.668
5000,7,6,0.404058,0.946978,0,0,1.668
5020,8,6,0.365433,0.928093,0,0,1.668
5040,3,6,0.160152,0.739111,0,0,1.668
5060,6,6,0.311659,0.893735,1,0,1.669
5080,7,6,0.404768,0.947284,0,0,1.668
5100,3,6,0.200474,0.788694,0,0,1.669
5120,9,6,0.217660,0.808025,0,0,1.668
5140,8,6,0.303744,0.887812,0,0,1.667
5160,0,6,0.465058,0.968574,0,0,1.668
5180,9,6,0.550428,0.986157,0,0,1.669
5200,3,6,0.138102,0.709665,0,0,1.667
5220,0,-1,0.000000,0.446785,0,1,1.666
5240,1,6,0.460982,0.967403,0,0,1.666
5260,0,6,0.082804,0.629760,0,0,1.666
5280,0,6,0.296624,0.882287,0,0,1.666
5300,9,6,0.438874,0.960413,0,0,1.667
5320,7,6,0.314607,0.895882,0,0,1.666
5340,3,6,0.503205,0.977933,0,0,1.665
5360,9,6,0.440228,0.960873,0,0,1.667
5380,1,6,0.461829,0.967649,0,0,1.667
5400,9,6,0.225045,0.815987,0,0,1.666
5420,6,6,0.397206,0.943950,1,0,1.666
5440,9,6,0.288725,0.875934,0,0,1.668
5460,0,-1,0.000000,0.398308,0,1,1.666
5480,1,6,0.542805,0.985043,0,0,1.665
5500,8,6,0.563407,0.987890,0,0,1.665
5520,4,6,0.261104,0.851854,0,0,1.666
5540,5,6,0.293179,0.879545,0,0,1.666
5560,3,6,0.249968,0.841314,0,0,1.665
5580,5,6,0.235061,0.826453,0,0,1.665
5600,6,6,0.470810,0.970166,1,0,1.666
5620,3,6,0.352804,0.920910,0,0,1.664
5640,2,6,0.135849,0.706571,0,0,1.667
5660,9,6,0.363131,0.926822,0,0,1.665
5680,2,6,0.302092,0.886547,0,0,1.665
5700,3,6,0.418978,0.953122,0,0,1.667
5720,9,6,0.420235,0.953613,0,0,1.665
5740,6,6,0.354379,0.921834,1,0,1.665
5760,2,6,0.364564,0.927615,0,0,1.665
5780,7,6,0.545877,0.985501,0,0,1.665
5800,2,6,0.549474,0.986022,0,0,1.666
5820,5,6,0.422701,0.954563,0,0,1.666
5840,2,6,0.323817,0.902386,0,0,1.665
5860,0,6,0.435618,0.959287,0,0,1.666
5880,0,6,0.252368,0.843625,0,0,1.665
5900,4,6,0.279563,0.868271,0,0,1.666
5920,8,6,0.135521,0.706119,0,0,1.667
5940,7,6,0.345202,0.916331,0,0,1.666
5960,2,6,0.226545,0.817580,0,0,1.669
5980,9,6,0.408877,0.949029,0,0,1.667
6000,8,6,0.553040,0.986522,0,0,1.670
6020,6,6,0.409830,0.949427,1,0,1.667
6040,2,6,0.014229,0.522695,0,0,1.668
6060,3,6,0.262286,0.852944,0,0,1.666
6080,1,6,0.137472,0.708801,0,0,1.667
6100,1,6,0.413552,0.950958,0,0,1.666
6120,5,6,0.042131,0.566915,0,0,1.666
6140,9,6,0.467995,0.969395,0,0,1.666
6160,2,6,0.149860,0.725561,0,0,1.667
6180,0,6,0.349173,0.918747,0,0,1.668
6200,3,-1,0.000000,0.455297,0,1,1.666
6220,2,6,0.211058,0.800730,0,0,1.667
6240,2,-1,0.000000,0.453868,0,1,1.667
6260,2,6,0.402299,0.946213,0,0,1.668
6280,8,6,0.090177,0.640841,0,0,1.666
6300,1,6,0.572590,0.989000,0,0,1.666
6320,0,6,0.070791,0.611475,0,0,1.668
6340,3,6,0.283963,0.871991,0,0,1.666
6360,2,6,0.357642,0.923723,0,0,1.667
6380,3,6,0.105187,0.663031,0,0,1.668
6400,0,6,0.288244,0.875540,0,0,1.668
6420,7,6,0.277033,0.866098,0,0,1.668
6440,3,6,0.329213,0.906056,0,0,1.668
6460,3,6,0.287604,0.875014,0,0,1.668
6480,0,6,0.354327,0.921803,0,0,1.668
6500,7,6,0.144632,0.718547,0,0,1.669
6520,6,6,0.136250,0.707124,1,0,1.670
6540,8,6,0.279942,0.868594,0,0,1.666
6560,6,6,0.376627,0.934032,1,0,1.666
6580,1,6,0.301094,0.885778,0,0,1.668
6600,7,6,0.572139,0.988947,0,0,1.666
6620,7,6,0.156725,0.734637,0,0,1.666
6640,5,6,0.071315,0.612277,0,0,1.669
6660,0,6,0.275273,0.864572,0,0,1.667
6680,3,6,0.006725,0.510730,0,0,1.667
6700,6,6,0.364104,0.927361,1,0,1.667
6720,2,6,0.236194,0.827613,0,0,1.666
6740,2,6,0.074119,0.616567,0,0,1.667
6760,5,6,0.140631,0.713121,0,0,1.667
6780,7,6,0.571421,0.988864,0,0,1.666
6800,6,6,0.378562,0.935019,1,0,1.668
6820,1,6,0.360410,0.925298,0,0,1.667
6840,9,6,0.577782,0.989587,0,0,1.666
6860,0,6,0.060010,0.594850,0,0,1.667
6880,2,-1,0.000000,0.363700,0,1,1.668
6900,3,6,0.534381,0.983722,0,0,1.667
6920,5,6,0.206167,0.795220,0,0,1.668
6940,1,6,0.388879,0.940088,0,0,1.668
6960,9,6,0.394278,0.942615,0,0,1.667
6980,0,6,0.583846,0.990238,0,0,1.667
7000,2,6,0.332630,0.908327,0,0,1.668
7020,7,6,0.285746,0.873477,0,0,1.667
7040,7,6,0.375895,0.933655,0,0,1.667
7060,8,6,0.310915,0.893188,0,0,1.667
7080,5,6,0.288195,0.875499,0,0,1.667
7100,9,6,0.515597,0.980415,0,0,1.668
7120,7,6,0.530176,0.983027,0,0,1.667
7140,4,6,0.313545,0.895112,0,0,1.667
7160,5,6,0.343217,0.915103,0,0,1.669
7180,6,6,0.311246,0.893431,1,0,1.667
7200,4,6,0.268209,0.858328,0,0,1.667
7220,9,-1,0.000000,0.491019,0,1,1.667
7240,0,6,0.430446,0.957446,0,0,1.667
7260,1,6,0.514137,0.980135,0,0,1.668
7280,1,6,0.285758,0.873487,0,0,1.667
7300,3,6,0.321946,0.901089,0,0,1.667
7320,8,6,0.167241,0.748241,0,0,1.666
7340,2,6,0.312794,0.894565,0,0,1.667
7360,2,6,0.448290,0.963526,0,0,1.667
7380,7,6,0.520315,0.981295,0,0,1.667
7400,3,6,0.232896,0.824225,0,0,1.668
7420,3,6,0.198721,0.786660,0,0,1.665
7440,3,6,0.323744,0.902336,0,0,1.667
7460,5,6,0.156173,0.733913,0,0,1.667
7480,1,6,0.153289,0.730114,0,0,1.667
7500,6,6,0.384572,0.938011,1,0,1.667
7520,4,6,0.355250,0.922342,0,0,1.666
7540,5,6,0.278395,0.867270,0,0,1.668
7560,0,6,0.374050,0.932699,0,0,1.667
7580,8,6,0.287371,0.874822,0,0,1.666
7600,8,6,0.500535,0.977365,0,0,1.667
7620,5,6,0.122209,0.687521,0,0,1.668
7640,9,6,0.477305,0.971883,0,0,1.667
7660,7,6,0.402673,0.946376,0,0,1.668
7680,3,6,0.394810,0.942859,0,0,1.667
7700,6,6,0.302381,0.886770,1,0,1.666
7720,5,6,0.059409,0.593919,0,0,1.668
7740,4,6,0.270040,0.859964,0,0,1.667
7760,2,6,0.389115,0.940200,0,0,1.668
7780,3,6,0.367917,0.929445,0,0,1.666
7800,0,6,0.086031,0.634623,0,0,1.667
7820,5,6,0.241482,0.832959,0,0,1.668
7840,1,6,0.467328,0.969210,0,0,1.666
7860,8,6,0.262539,0.853176,0,0,1.667
7880,0,6,0.245566,0.837015,0,0,1.666
7900,0,6,0.329409,0.906187,0,0,1.664
7920,9,6,0.345566,0.916554,0,0,1.665
7940,2,6,0.234992,0.826383,0,0,1.666
7960,0,6,0.243241,0.834715,0,0,1.665
7980,3,6,0.235740,0.827149,0,0,1.664
8000,9,6,0.411357,0.950059,0,0,1.665
8020,6,6,0.131601,0.700696,1,0,1.665
8040,2,2,0.137032,0.708199,1,0,1.665
8060,6,6,0.314453,0.895770,1,0,1.666
8080,4,6,0.280572,0.869130,0,0,1.667
8100,6,-1,0.000000,0.463831,0,1,1.666
8120,8,6,0.420472,0.953705,0,0,1.666
8140,5,6,0.289864,0.876865,0,0,1.666
8160,6,6,0.414662,0.951407,1,0,1.667
8180,4,6,0.249625,0.840981,0,0,1.665
8200,3,6,0.473493,0.970886,0,0,1.667
8220,6,6,0.511743,0.979670,1,0,1.666
8240,7,6,0.403846,0.946886,0,0,1.667
8260,1,6,0.358228,0.924058,0,0,1.667
8280,4,6,0.250156,0.841496,0,0,1.667
8300,5,6,0.269281,0.859287,0,0,1.669
8320,7,6,0.518294,0.980922,0,0,1.666
8340,5,6,0.058138,0.591945,0,0,1.668
8360,7,6,0.262879,0.853490,0,0,1.668
8380,9,6,0.427403,0.956331,0,0,1.667
8400,0,6,0.425264,0.955534,0,0,1.668
8420,3,6,0.325589,0.903602,0,0,1.667
8440,5,6,0.386944,0.939162,0,0,1.665
8460,8,6,0.361059,0.925664,0,0,1.667
8480,2,6,0.151409,0.727621,0,0,1.667
8500,4,6,0.130727,0.699480,0,0,1.666
8520,8,6,0.203553,0.792239,0,0,1.667
8540,4,6,0.279812,0.868483,0,0,1.667
8560,7,6,0.316423,0.897188,0,0,1.667
8580,3,2,0.518016,0.980870,0,0,1.667
8600,3,6,0.423532,0.954880,0,0,1.668
8620,3,-1,0.000000,0.467888,0,1,1.669
8640,1,6,0.398520,0.944541,0,0,1.669
8660,7,6,0.141540,0.714357,0,0,1.668
8680,3,6,0.300205,0.885090,0,0,1.667
8700,3,6,0.335408,0.910142,0,0,1.667
8720,2,6,0.155920,0.733582,0,0,1.666
8740,2,6,0.320020,0.899741,0,0,1.667
8760,8,6,0.285697,0.873437,0,0,1.668
8780,4,6,0.393901,0.942442,0,0,1.667
8800,0,6,0.016761,0.526727,0,0,1.667
8820,2,6,0.149243,0.724737,0,0,1.666
8840,2,6,0.298866,0.884047,0,0,1.668
8860,2,6,0.359907,0.925013,0,0,1.666
8880,1,6,0.432463,0.958172,0,0,1.667
8900,2,6,0.270539,0.860409,0,0,1.668
8920,6,6,0.333526,0.908915,1,0,1.668
8940,6,6,0.239034,0.830498,1,0,1.668
8960,0,-1,0.000000,0.458565,0,1,1.668
8980,9,6,0.363168,0.926843,0,0,1.667
9000,8,6,0.012628,0.520143,0,0,1.668
9020,7,6,0.484906,0.973787,0,0,1.667
9040,2,6,0.284580,0.872506,0,0,1.668
9060,9,6,0.366736,0.928804,0,0,1.667
9080,3,6,0.167068,0.748020,0,0,1.667
9100,9,6,0.204240,0.793024,0,0,1.668
9120,3,6,0.054011,0.585523,0,0,1.667
9140,7,6,0.490269,0.975065,0,0,1.669
9160,5,6,0.015121,0.524115,0,0,1.667
9180,5,6,0.195604,0.783015,0,0,1.668
9200,8,6,0.087867,0.637381,0,0,1.667
9220,8,6,0.463865,0.968235,0,0,1.667
9240,8,6,0.371204,0.931204,0,0,1.668
9260,5,6,0.208500,0.797859,0,0,1.666
9280,9,6,0.550134,0.986116,0,0,1.666
9300,5,6,0.073817,0.616106,0,0,1.666
9320,9,6,0.462897,0.967957,0,0,1.665
9340,1,6,0.399663,0.945051,0,0,1.667
9360,5,6,0.090875,0.641884,0,0,1.667
9380,5,6,0.254249,0.845422,0,0,1.667
9400,6,6,0.380257,0.935874,1,0,1.667
9420,5,6,0.198168,0.786015,0,0,1.667
9440,8,6,0.173426,0.756066,0,0,1.668
9460,3,6,0.439174,0.960515,0,0,1.666
9480,2,6,0.114895,0.677091,0,0,1.666
9500,9,6,0.317004,0.897604,0,0,1.666
9520,1,6,0.275192,0.864501,0,0,1.665
9540,5,6,0.188713,0.774831,0,0,1.665
9560,9,6,0.284132,0.872132,0,0,1.666
9580,1,6,0.360122,0.925135,0,0,1.666
9600,8,6,0.381213,0.936352,0,0,1.667
9620,4,6,0.314132,0.895537,0,0,1.666
9640,5,6,0.136462,0.707415,0,0,1.666
9660,6,6,0.521510,0.981512,1,0,1.666
9680,8,6,0.458332,0.966623,0,0,1.666
9700,0,6,0.087406,0.636689,0,0,1.665
9720,8,6,0.357908,0.923876,0,0,1.666
9740,3,6,0.302342,0.886739,0,0,1.666
9760,9,6,0.378282,0.934876,0,0,1.666
9780,4,6,0.175250,0.758349,0,0,1.667
9800,1,6,0.343854,0.915499,0,0,1.666
9820,0,6,0.329379,0.906167,0,0,1.666
9840,4,6,0.580283,0.989860,0,0,1.667
9860,0,6,0.298206,0.883531,0,0,1.666
9880,7,6,0.149017,0.724435,0,0,1.667
9900,8,6,0.452489,0.964849,0,0,1.666
9920,6,6,0.254079,0.845261,1,0,1.666
9940,4,6,0.186640,0.772335,0,0,1.666
9960,2,6,0.052958,0.583881,0,0,1.666
9980,0,6,0.541845,0.984897,0,0,1.667
