idx,label,predict,radius,pA_lower,correct,abstain,seconds
1500,1,1,0.490518,0.836713,1,0,1.666
1520,7,7,0.619828,0.892449,1,0,1.667
1540,8,8,1.484039,0.998502,1,0,1.666
1560,7,7,1.905728,0.999931,1,0,1.666
1580,6,1,0.360976,0.764838,0,0,1.668
1600,8,9,0.182649,0.642556,0,0,1.667
1620,5,-1,0.000000,0.373255,0,1,1.665
1640,7,3,0.344850,0.754808,0,0,1.667
1660,3,3,0.063583,0.550595,1,0,1.665
1680,6,6,1.050813,0.982207,1,0,1.665
1700,5,5,0.010466,0.508350,1,0,1.665
1720,4,-1,0.000000,0.390235,0,1,1.666
1740,1,1,0.306502,0.730063,1,0,1.666
1760,0,0,0.462216,0.822369,1,0,1.666
1780,7,7,0.744990,0.931885,1,0,1.666
1800,4,-1,0.000000,0.467948,0,1,1.667
1820,8,8,0.743871,0.931590,1,0,1.666
1840,8,-1,0.000000,0.462182,0,1,1.668
1860,8,8,1.119788,0.987441,1,0,1.666
1880,1,1,1.267533,0.994379,1,0,1.667
1900,8,8,1.456146,0.998206,1,0,1.667
1920,2,2,1.200132,0.991808,1,0,1.669
1940,5,5,0.192793,0.650099,1,0,1.667
1960,2,5,0.891688,0.962737,0,0,1.666
1980,9,9,1.434110,0.997936,1,0,1.668
2000,1,1,0.500688,0.841678,1,0,1.666
2020,9,9,1.382817,0.997159,1,0,1.667
2040,0,0,0.657519,0.905751,1,0,1.668
2060,5,3,0.106956,0.584692,0,0,1.667
2080,1,1,0.272530,0.707144,1,0,1.667
2100,2,2,0.836293,0.952796,1,0,1.668
2120,4,8,0.220642,0.670497,0,0,1.666
2140,9,9,1.179931,0.990859,1,0,1.668
2160,0,0,0.237183,0.682381,1,0,1.666
2180,4,4,0.978864,0.974869,1,0,1.668
2200,0,0,0.395990,0.785814,1,0,1.666
2220,1,1,1.600248,0.999314,1,0,1.667
2240,9,-1,0.000000,0.442829,0,1,1.667
2260,4,4,0.520117,0.850884,1,0,1.667
2280,4,-1,0.000000,0.365675,0,1,1.668
2300,3,-1,0.000000,0.293758,0,1,1.665
2320,5,-1,0.000000,0.419231,0,1,1.668
2340,7,7,1.327992,0.996046,1,0,1.667
2360,7,-1,0.000000,0.447175,0,1,1.669
2380,8,8,0.927298,0.968173,1,0,1.667
2400,0,0,1.578738,0.999204,1,0,1.669
2420,8,-1,0.000000,0.300798,0,1,1.667
2440,7,7,0.587950,0.880182,1,0,1.666
2460,9,9,0.008059,0.506430,1,0,1.667
2480,8,8,1.284241,0.994893,1,0,1.667
2500,4,4,0.177861,0.638975,1,0,1.668
2520,1,1,0.164680,0.629058,1,0,1.668
2540,2,-1,0.000000,0.318656,0,1,1.668
2560,7,7,0.297493,0.724073,1,0,1.667
2580,6,6,0.235425,0.681126,1,0,1.666
2600,8,8,1.554340,0.999060,1,0,1.667
2620,1,1,0.233697,0.679891,1,0,1.667
2640,7,7,1.223644,0.992803,1,0,1.668
2660,3,-1,0.000000,0.358255,0,1,1.665
2680,0,0,1.688285,0.999633,1,0,1.667
2700,9,9,0.268130,0.704110,1,0,1.668
2720,3,3,0.335744,0.749045,1,0,1.667
2740,1,1,0.609456,0.888561,1,0,1.667
2760,2,2,0.820789,0.949661,1,0,1.666
2780,7,7,1.041083,0.981336,1,0,1.668
2800,4,4,0.109025,0.586305,1,0,1.667
2820,6,6,1.203944,0.991977,1,0,1.666
2840,3,3,1.129152,0.988037,1,0,1.669
2860,5,-1,0.000000,0.346550,0,1,1.666
2880,4,4,1.138589,0.988612,1,0,1.667
2900,3,5,0.292472,0.720707,0,0,1.666
2920,2,-1,0.000000,0.443359,0,1,1.669
2940,3,0,0.630815,0.896459,0,0,1.667
2960,9,9,0.759259,0.935558,1,0,1.669
2980,8,8,0.538991,0.859479,1,0,1.668
3000,5,5,1.548833,0.999025,1,0,1.669
3020,1,1,0.578266,0.876268,1,0,1.668
3040,7,7,1.905728,0.999931,1,0,1.669
3060,7,7,0.665446,0.908388,1,0,1.669
3080,1,1,0.128517,0.601423,1,0,1.668
3100,0,0,1.002999,0.977572,1,0,1.666
3120,4,6,0.000475,0.500379,0,0,1.667
3140,8,8,1.030651,0.980363,1,0,1.667
3160,6,2,0.335918,0.749156,0,0,1.669
3180,3,3,0.036476,0.529078,1,0,1.667
3200,5,5,0.348457,0.757072,1,0,1.669
3220,3,9,0.258931,0.697723,0,0,1.666
3240,4,-1,0.000000,0.257107,0,1,1.666
3260,7,7,1.256846,0.994026,1,0,1.667
3280,3,5,0.372530,0.771882,0,0,1.665
3300,4,4,0.379223,0.775908,1,0,1.666
3320,2,7,1.071076,0.983909,0,0,1.669
3340,6,6,0.412174,0.795129,1,0,1.665
3360,4,-1,0.000000,0.459884,0,1,1.666
3380,8,8,1.167290,0.990217,1,0,1.667
3400,6,4,0.448708,0.815252,0,0,1.666
3420,5,5,0.032730,0.526096,1,0,1.666
3440,2,3,0.367042,0.768551,0,0,1.668
3460,1,1,0.960256,0.972603,1,0,1.666
3480,2,2,1.266868,0.994357,1,0,1.670
3500,1,1,0.262623,0.700294,1,0,1.665
3520,1,1,1.265545,0.994315,1,0,1.665
3540,6,6,0.939353,0.969858,1,0,1.665
3560,1,-1,0.000000,0.399196,0,1,1.665
3580,4,-1,0.000000,0.469527,0,1,1.666
3600,4,2,0.847172,0.954900,0,0,1.667
3620,0,-1,0.000000,0.270726,0,1,1.667
3640,6,2,0.596180,0.883440,0,0,1.666
3660,0,0,0.784419,0.941657,1,0,1.666
3680,0,-1,0.000000,0.499969,0,1,1.666
3700,3,3,0.513232,0.847663,1,0,1.666
3720,2,2,1.186004,0.991154,1,0,1.668
3740,0,0,0.905971,0.965002,1,0,1.666
3760,7,7,0.826252,0.950784,1,0,1.668
3780,4,4,0.200332,0.655666,1,0,1.665
3800,9,9,0.591636,0.881649,1,0,1.665
3820,0,2,0.061358,0.548834,0,0,1.665
3840,6,3,0.266866,0.703237,0,0,1.667
3860,7,7,1.905728,0.999931,1,0,1.666
3880,6,6,0.135891,0.607105,1,0,1.666
3900,3,6,0.439264,0.810172,0,0,1.666
3920,7,7,0.167083,0.630873,1,0,1.665
3940,6,-1,0.000000,0.319533,0,1,1.668
3960,2,2,0.772916,0.938928,1,0,1.666
3980,9,9,0.328703,0.744540,1,0,1.666
4000,8,0,0.267694,0.703809,0,0,1.667
4020,8,8,0.826101,0.950753,1,0,1.665
4040,0,0,1.202984,0.991935,1,0,1.666
4060,6,5,0.551127,0.864824,0,0,1.667
4080,1,1,0.949398,0.971204,1,0,1.663
4100,7,7,1.653277,0.999528,1,0,1.666
4120,4,4,1.252179,0.993866,1,0,1.664
4140,5,5,0.891940,0.962778,1,0,1.665
4160,5,5,0.127673,0.600772,1,0,1.667
4180,0,0,0.028107,0.522414,1,0,1.664
4200,4,4,0.133716,0.605432,1,0,1.665
4220,4,0,1.157090,0.989671,0,0,1.665
4240,7,0,0.513382,0.847734,0,0,1.666
4260,8,8,1.264231,0.994272,1,0,1.665
4280,8,-1,0.000000,0.338327,0,1,1.665
4300,8,8,1.410180,0.997602,1,0,1.666
4320,1,8,0.445073,0.813306,0,0,1.665
4340,0,0,0.744681,0.931804,1,0,1.665
4360,6,6,0.568458,0.872213,1,0,1.666
4380,9,9,0.862079,0.957660,1,0,1.665
4400,3,4,0.103849,0.582268,0,0,1.666
4420,5,5,0.145248,0.614282,1,0,1.665
4440,2,2,0.717167,0.924262,1,0,1.666
4460,9,9,0.773591,0.939090,1,0,1.665
4480,9,9,1.330318,0.996100,1,0,1.665
4500,3,5,0.182085,0.642135,0,0,1.665
4520,3,6,0.375868,0.773895,0,0,1.666
4540,9,9,1.414697,0.997668,1,0,1.664
4560,1,1,1.109274,0.986741,1,0,1.665
4580,6,6,0.245766,0.688475,1,0,1.666
4600,4,4,0.894282,0.963157,1,0,1.665
4620,7,3,0.151931,0.619384,0,0,1.665
4640,2,2,0.622188,0.893320,1,0,1.664
4660,7,-1,0.000000,0.492939,0,1,1.664
4680,9,9,0.208535,0.661686,1,0,1.666
4700,6,5,0.110375,0.587357,0,0,1.665
4720,8,8,0.171635,0.634302,1,0,1.665
4740,5,3,0.240017,0.684399,0,0,1.663
4760,3,3,0.116495,0.592115,1,0,1.666
4780,0,0,0.626896,0.895041,1,0,1.663
4800,9,9,1.795633,0.999835,1,0,1.664
4820,3,3,0.824353,0.950396,1,0,1.664
4840,0,0,1.844823,0.999888,1,0,1.665
4860,5,5,0.944826,0.970598,1,0,1.664
4880,0,-1,0.000000,0.477023,0,1,1.667
4900,3,3,0.330661,0.745797,1,0,1.666
4920,7,7,1.262601,0.994218,1,0,1.667
4940,6,6,0.474268,0.828571,1,0,1.663
4960,4,-1,0.000000,0.439813,0,1,1.665
4980,1,9,0.851509,0.955718,0,0,1.666
5000,7,7,1.905728,0.999931,1,0,1.666
5020,8,8,1.177172,0.990722,1,0,1.667
5040,3,3,0.411714,0.794867,1,0,1.668
5060,6,6,0.176696,0.638103,1,0,1.666
5080,7,7,1.069274,0.983764,1,0,1.667
5100,3,3,1.319418,0.995840,1,0,1.666
5120,9,9,0.580772,0.877290,1,0,1.667
5140,8,8,0.749586,0.933086,1,0,1.666
5160,0,0,0.738062,0.930045,1,0,1.666
5180,9,-1,0.000000,0.336314,0,1,1.665
5200,3,3,0.983024,0.975354,1,0,1.666
5220,0,0,0.825401,0.950610,1,0,1.664
5240,1,1,0.311657,0.733461,1,0,1.666
5260,0,0,1.415462,0.997679,1,0,1.666
5280,0,-1,0.000000,0.432891,0,1,1.665
5300,9,9,0.567467,0.871799,1,0,1.666
5320,7,7,1.255277,0.993973,1,0,1.668
5340,3,4,0.649874,0.903156,0,0,1.665
5360,9,9,1.167290,0.990217,1,0,1.667
5380,1,9,0.421197,0.800216,0,0,1.666
5400,9,9,0.813545,0.948141,1,0,1.665
5420,6,6,0.417643,0.798222,1,0,1.667
5440,9,9,1.905728,0.999931,1,0,1.666
5460,0,0,1.772538,0.999804,1,0,1.666
5480,1,1,0.387228,0.780669,1,0,1.666
5500,8,8,0.242180,0.685935,1,0,1.669
5520,4,-1,0.000000,0.489640,0,1,1.667
5540,5,-1,0.000000,0.275453,0,1,1.668
5560,3,-1,0.000000,0.444318,0,1,1.666
5580,5,6,0.055825,0.544450,0,0,1.668
5600,6,-1,0.000000,0.465490,0,1,1.666
5620,3,2,0.077270,0.561408,0,0,1.669
5640,2,-1,0.000000,0.476724,0,1,1.669
5660,9,9,0.190263,0.648223,1,0,1.667
5680,2,-1,0.000000,0.465580,0,1,1.667
5700,3,5,0.129049,0.601834,0,0,1.667
5720,9,9,1.270217,0.994464,1,0,1.665
5740,6,-1,0.000000,0.392550,0,1,1.666
5760,2,2,0.127349,0.600522,1,0,1.665
5780,7,7,1.783457,0.999819,1,0,1.665
5800,2,2,0.507883,0.845129,1,0,1.666
5820,5,5,0.519031,0.850379,1,0,1.664
5840,2,2,0.545007,0.862146,1,0,1.666
5860,0,0,0.227680,0.675575,1,0,1.666
5880,0,0,1.175283,0.990628,1,0,1.664
5900,4,3,0.016473,0.513141,0,0,1.668
5920,8,8,1.905728,0.999931,1,0,1.666
5940,7,-1,0.000000,0.377195,0,1,1.666
5960,2,-1,0.000000,0.497889,0,1,1.666
5980,9,9,1.678589,0.999606,1,0,1.665
6000,8,8,0.269453,0.705024,1,0,1.667
6020,6,6,0.918883,0.966951,1,0,1.664
6040,2,7,0.079531,0.563190,0,0,1.666
6060,3,-1,0.000000,0.342025,0,1,1.665
6080,1,1,0.716776,0.924150,1,0,1.666
6100,1,1,1.077495,0.984419,1,0,1.666
6120,5,5,0.632394,0.897026,1,0,1.665
6140,9,9,1.492480,0.998582,1,0,1.665
6160,2,-1,0.000000,0.476304,0,1,1.666
6180,0,0,0.483952,0.833454,1,0,1.666
6200,3,3,0.472546,0.827694,1,0,1.666
6220,2,-1,0.000000,0.480392,0,1,1.665
6240,2,2,0.404808,0.790919,1,0,1.665
6260,2,-1,0.000000,0.335237,0,1,1.664
6280,8,5,0.293025,0.721079,0,0,1.666
6300,1,1,0.151444,0.619013,1,0,1.664
6320,0,0,0.681828,0.913662,1,0,1.666
6340,3,3,0.359325,0.763822,1,0,1.666
6360,2,2,0.196686,0.652978,1,0,1.664
6380,3,-1,0.000000,0.482861,0,1,1.665
6400,0,0,0.331210,0.746149,1,0,1.665
6420,7,7,1.384723,0.997192,1,0,1.666
6440,3,-1,0.000000,0.296466,0,1,1.665
6460,3,3,0.212630,0.664676,1,0,1.668
6480,0,0,1.074984,0.984221,1,0,1.665
6500,7,-1,0.000000,0.369764,0,1,1.667
6520,6,-1,0.000000,0.472396,0,1,1.664
6540,8,8,1.033931,0.980673,1,0,1.668
6560,6,6,0.279024,0.711594,1,0,1.667
6580,1,1,0.100017,0.579273,1,0,1.665
6600,7,7,1.386650,0.997225,1,0,1.666
6620,7,7,1.123518,0.987681,1,0,1.666
6640,5,3,0.793511,0.943746,0,0,1.667
6660,0,0,1.213803,0.992401,1,0,1.668
6680,3,5,0.438819,0.809930,0,0,1.667
6700,6,6,0.518207,0.849996,1,0,1.667
6720,2,2,0.406316,0.791786,1,0,1.667
6740,2,2,0.370884,0.770886,1,0,1.667
6760,5,5,1.026135,0.979928,1,0,1.665
6780,7,7,1.240837,0.993462,1,0,1.668
6800,6,-1,0.000000,0.435228,0,1,1.666
6820,1,1,1.795633,0.999835,1,0,1.668
6840,9,-1,0.000000,0.476114,0,1,1.666
6860,0,0,0.593453,0.882368,1,0,1.666
6880,2,2,0.603841,0.886415,1,0,1.667
6900,3,3,0.632733,0.897148,1,0,1.667
6920,5,2,0.434546,0.807602,0,0,1.667
6940,1,1,1.905728,0.999931,1,0,1.667
6960,9,9,0.100491,0.579644,1,0,1.667
6980,0,-1,0.000000,0.449173,0,1,1.668
7000,2,-1,0.000000,0.437615,0,1,1.666
7020,7,7,1.410924,0.997613,1,0,1.667
7040,7,0,0.051662,0.541147,0,0,1.667
7060,8,8,0.958549,0.972387,1,0,1.667
7080,5,4,0.181441,0.641653,0,0,1.666
7100,9,-1,0.000000,0.405884,0,1,1.667
7120,7,5,0.182690,0.642586,0,0,1.668
7140,4,4,0.173035,0.635355,1,0,1.666
7160,5,5,0.835930,0.952724,1,0,1.668
7180,6,6,0.777117,0.939936,1,0,1.668
7200,4,-1,0.000000,0.398927,0,1,1.667
7220,9,9,0.390403,0.782542,1,0,1.669
7240,0,0,0.140498,0.610643,1,0,1.667
7260,1,1,0.334892,0.748502,1,0,1.666
7280,1,-1,0.000000,0.408858,0,1,1.668
7300,3,4,0.127868,0.600922,0,0,1.667
7320,8,0,0.132740,0.604680,0,0,1.666
7340,2,4,0.307293,0.730586,0,0,1.666
7360,2,-1,0.000000,0.372168,0,1,1.666
7380,7,7,0.941164,0.970104,1,0,1.666
7400,3,-1,0.000000,0.465110,0,1,1.667
7420,3,-1,0.000000,0.311893,0,1,1.666
7440,3,3,0.460340,0.821391,1,0,1.666
7460,5,5,1.172584,0.990491,1,0,1.667
7480,1,8,0.744295,0.931702,0,0,1.666
7500,6,6,1.905728,0.999931,1,0,1.668
7520,4,4,0.214779,0.666242,1,0,1.664
7540,5,5,1.905728,0.999931,1,0,1.666
7560,0,0,0.662072,0.907272,1,0,1.665
7580,8,8,1.000495,0.977303,1,0,1.665
7600,8,9,0.274036,0.708179,0,0,1.666
7620,5,3,0.573933,0.874488,0,0,1.665
7640,9,9,0.234006,0.680112,1,0,1.665
7660,7,-1,0.000000,0.336134,0,1,1.666
7680,3,-1,0.000000,0.452989,0,1,1.664
7700,6,6,1.120917,0.987514,1,0,1.665
7720,5,4,0.065734,0.552297,0,0,1.665
7740,4,4,0.269090,0.704773,1,0,1.663
7760,2,-1,0.000000,0.460293,0,1,1.665
7780,3,-1,0.000000,0.483831,0,1,1.665
7800,0,0,0.963705,0.973036,1,0,1.664
7820,5,-1,0.000000,0.405424,0,1,1.663
7840,1,1,1.737265,0.999744,1,0,1.665
7860,8,8,0.680799,0.913338,1,0,1.666
7880,0,4,0.080624,0.564051,0,0,1.665
7900,0,8,0.239269,0.683867,0,0,1.668
7920,9,9,0.143532,0.612969,1,0,1.665
7940,2,2,0.063861,0.550816,1,0,1.666
7960,0,0,0.501754,0.842192,1,0,1.667
7980,3,3,0.339639,0.751519,1,0,1.665
8000,9,9,1.040403,0.981274,1,0,1.667
8020,6,3,0.464566,0.823589,0,0,1.667
8040,2,2,1.295882,0.995226,1,0,1.666
8060,6,6,0.874000,0.959768,1,0,1.666
8080,4,4,0.051006,0.540626,1,0,1.666
8100,6,6,0.395421,0.785482,1,0,1.668
8120,8,9,0.073881,0.558734,0,0,1.667
8140,5,-1,0.000000,0.257615,0,1,1.666
8160,6,6,1.342926,0.996383,1,0,1.668
8180,4,4,0.165861,0.629951,1,0,1.666
8200,3,-1,0.000000,0.473715,0,1,1.667
8220,6,-1,0.000000,0.331261,0,1,1.667
8240,7,7,1.525547,0.998860,1,0,1.667
8260,1,1,1.745104,0.999759,1,0,1.667
8280,4,-1,0.000000,0.451291,0,1,1.668
8300,5,-1,0.000000,0.367071,0,1,1.666
8320,7,-1,0.000000,0.464900,0,1,1.667
8340,5,3,0.373046,0.772194,0,0,1.666
8360,7,7,1.809446,0.999852,1,0,1.667
8380,9,9,1.772538,0.999804,1,0,1.669
8400,0,0,0.316060,0.736346,1,0,1.664
8420,3,6,0.558016,0.867796,0,0,1.665
8440,5,5,0.346867,0.756076,1,0,1.665
8460,8,8,1.244053,0.993579,1,0,1.665
8480,2,2,0.319005,0.738266,1,0,1.665
8500,4,4,0.456416,0.819334,1,0,1.666
8520,8,1,0.266344,0.702875,0,0,1.665
8540,4,-1,0.000000,0.399186,0,1,1.665
8560,7,7,1.429038,0.997869,1,0,1.666
8580,3,5,0.831306,0.951805,0,0,1.667
8600,3,3,0.415196,0.796842,1,0,1.665
8620,3,-1,0.000000,0.429805,0,1,1.667
8640,1,1,0.454216,0.818175,1,0,1.667
8660,7,7,0.846474,0.954767,1,0,1.667
8680,3,-1,0.000000,0.363531,0,1,1.665
8700,3,3,0.565902,0.871142,1,0,1.666
8720,2,0,1.436706,0.997970,0,0,1.666
8740,2,2,0.357874,0.762927,1,0,1.666
8760,8,8,1.783457,0.999819,1,0,1.666
8780,4,4,0.489169,0.836047,1,0,1.666
8800,0,0,0.738707,0.930218,1,0,1.666
8820,2,2,1.729924,0.999730,1,0,1.666
8840,2,-1,0.000000,0.386034,0,1,1.667
8860,2,2,0.915768,0.966490,1,0,1.667
8880,1,1,0.636941,0.898647,1,0,1.667
8900,2,4,0.168798,0.632167,0,0,1.666
8920,6,6,1.019932,0.979318,1,0,1.666
8940,6,3,0.964865,0.973180,0,0,1.667
8960,0,0,0.690404,0.916331,1,0,1.667
8980,9,9,1.653277,0.999528,1,0,1.666
9000,8,8,1.753521,0.999773,1,0,1.667
9020,7,7,0.450298,0.816098,1,0,1.666
9040,2,5,0.718273,0.924577,0,0,1.666
9060,9,9,0.698211,0.918706,1,0,1.668
9080,3,3,0.634462,0.897766,1,0,1.666
9100,9,1,0.126998,0.600251,0,0,1.666
9120,3,-1,0.000000,0.247242,0,1,1.666
9140,7,7,0.093814,0.574415,1,0,1.665
9160,5,3,0.092064,0.573043,0,0,1.667
9180,5,5,1.693431,0.999647,1,0,1.667
9200,8,8,0.306715,0.730204,1,0,1.667
9220,8,8,1.550645,0.999037,1,0,1.668
9240,8,8,0.212354,0.664476,1,0,1.666
9260,5,5,0.325908,0.742740,1,0,1.667
9280,9,8,0.169131,0.632417,0,0,1.668
9300,5,-1,0.000000,0.441021,0,1,1.667
9320,9,9,1.355958,0.996655,1,0,1.667
9340,1,1,1.844823,0.999888,1,0,1.668
9360,5,0,0.299570,0.725460,0,0,1.668
9380,5,3,0.382866,0.778082,0,0,1.666
9400,6,6,0.598848,0.884482,1,0,1.667
9420,5,5,0.834587,0.952459,1,0,1.667
9440,8,8,1.370037,0.996929,1,0,1.667
9460,3,-1,0.000000,0.352712,0,1,1.667
9480,2,2,0.084530,0.567125,1,0,1.668
9500,9,9,0.497047,0.839911,1,0,1.667
9520,1,1,0.644037,0.901140,1,0,1.667
9540,5,5,0.758653,0.935405,1,0,1.668
9560,9,7,0.699631,0.919133,0,0,1.668
9580,1,1,0.745998,0.932150,1,0,1.668
9600,8,8,0.426369,0.803098,1,0,1.666
9620,4,4,0.566527,0.871404,1,0,1.666
9640,5,5,0.414342,0.796358,1,0,1.666
9660,6,6,1.905728,0.999931,1,0,1.668
9680,8,8,1.488806,0.998547,1,0,1.667
9700,0,0,1.062208,0.983182,1,0,1.666
9720,8,-1,0.000000,0.344138,0,1,1.666
9740,3,6,0.178236,0.639256,0,0,1.666
9760,9,7,0.041068,0.532730,0,0,1.666
9780,4,4,0.043069,0.534321,1,0,1.663
9800,1,1,1.745104,0.999759,1,0,1.666
9820,0,8,0.356312,0.761961,0,0,1.663
9840,4,7,0.344562,0.754627,0,0,1.665
9860,0,-1,0.000000,0.296207,0,1,1.663
9880,7,7,0.209166,0.662148,1,0,1.664
9900,8,8,0.507650,0.845018,1,0,1.666
9920,6,6,0.978251,0.974797,1,0,1.665
9940,4,5,0.303589,0.728134,0,0,1.666
9960,2,0,1.260663,0.994154,0,0,1.666
9980,0,0,1.905728,0.999931,1,0,1.666
